id;nombre;apellido;telefono;direccion;edad;SQL
756;Zara;Chell;7372898587;Russell;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (756, 'Zara', 'Chell', '7372898587', 'Russell', 59);"
757;Euell;Dowsing;2417997243;Springview;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (757, 'Euell', 'Dowsing', '2417997243', 'Springview', 21);"
758;Dietrich;Broschke;7156953148;Melby;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (758, 'Dietrich', 'Broschke', '7156953148', 'Melby', 21);"
759;Anissa;Mailes;9728134568;Glendale;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (759, 'Anissa', 'Mailes', '9728134568', 'Glendale', 66);"
760;Goldie;Poe;5784788163;Lyons;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (760, 'Goldie', 'Poe', '5784788163', 'Lyons', 43);"
761;Palm;Rizzi;3533021210;Sundown;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (761, 'Palm', 'Rizzi', '3533021210', 'Sundown', 21);"
762;Kristel;Longforth;5838291920;Melby;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (762, 'Kristel', 'Longforth', '5838291920', 'Melby', 49);"
763;Allister;Cornelius;7509406159;Dennis;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (763, 'Allister', 'Cornelius', '7509406159', 'Dennis', 68);"
764;Stephani;Hillhouse;1249279311;Kedzie;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (764, 'Stephani', 'Hillhouse', '1249279311', 'Kedzie', 21);"
765;Berta;Kaplin;8582541420;Granby;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (765, 'Berta', 'Kaplin', '8582541420', 'Granby', 27);"
766;Rozina;Extill;3798189678;Michigan;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (766, 'Rozina', 'Extill', '3798189678', 'Michigan', 36);"
767;Hyman;Barge;2863059448;Mesta;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (767, 'Hyman', 'Barge', '2863059448', 'Mesta', 27);"
768;Traci;Lincke;9174862121;Cardinal;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (768, 'Traci', 'Lincke', '9174862121', 'Cardinal', 68);"
769;Ceil;Giggie;4965583591;Colorado;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (769, 'Ceil', 'Giggie', '4965583591', 'Colorado', 51);"
770;Dex;Olorenshaw;8298504498;Marquette;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (770, 'Dex', 'Olorenshaw', '8298504498', 'Marquette', 69);"
771;Sandye;Graybeal;7355519689;Fairfield;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (771, 'Sandye', 'Graybeal', '7355519689', 'Fairfield', 47);"
772;Doy;Drury;7535964219;Autumn Leaf;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (772, 'Doy', 'Drury', '7535964219', 'Autumn Leaf', 60);"
773;Anthiathia;Brellin;8727304273;Nelson;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (773, 'Anthiathia', 'Brellin', '8727304273', 'Nelson', 67);"
774;Cathrine;Daniels;7914503573;Towne;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (774, 'Cathrine', 'Daniels', '7914503573', 'Towne', 33);"
775;Kaycee;Kemmet;6975548680;Hauk;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (775, 'Kaycee', 'Kemmet', '6975548680', 'Hauk', 50);"
776;Ophelie;De Andreis;2144714616;Eagle Crest;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (776, 'Ophelie', 'De Andreis', '2144714616', 'Eagle Crest', 29);"
777;Gerry;Berthelmot;8334415356;Larry;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (777, 'Gerry', 'Berthelmot', '8334415356', 'Larry', 59);"
778;Noam;Cromie;5946173467;Bay;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (778, 'Noam', 'Cromie', '5946173467', 'Bay', 60);"
779;Evy;Gatsby;7285881255;Artisan;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (779, 'Evy', 'Gatsby', '7285881255', 'Artisan', 22);"
780;Leo;Blumire;8525417065;Southridge;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (780, 'Leo', 'Blumire', '8525417065', 'Southridge', 42);"
781;Letti;Wickey;6225453477;Morrow;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (781, 'Letti', 'Wickey', '6225453477', 'Morrow', 27);"
782;Angelica;Gaiger;7836640672;Loeprich;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (782, 'Angelica', 'Gaiger', '7836640672', 'Loeprich', 65);"
783;Abram;McLorinan;1609641868;Warner;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (783, 'Abram', 'McLorinan', '1609641868', 'Warner', 28);"
784;Guenevere;Sperling;5481823820;Carberry;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (784, 'Guenevere', 'Sperling', '5481823820', 'Carberry', 43);"
785;Davida;Trude;6415988043;Katie;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (785, 'Davida', 'Trude', '6415988043', 'Katie', 43);"
786;Barde;Aizikovitz;3059048079;Maryland;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (786, 'Barde', 'Aizikovitz', '3059048079', 'Maryland', 28);"
787;Jesse;Royle;8652185988;Memorial;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (787, 'Jesse', 'Royle', '8652185988', 'Memorial', 23);"
788;Park;Sedgwick;7379096325;4th;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (788, 'Park', 'Sedgwick', '7379096325', '4th', 21);"
789;Tallia;Lesper;2244876713;Tennyson;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (789, 'Tallia', 'Lesper', '2244876713', 'Tennyson', 29);"
790;Kaye;Van Cassel;7621663936;Lighthouse Bay;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (790, 'Kaye', 'Van Cassel', '7621663936', 'Lighthouse Bay', 68);"
791;Carmen;Schimpke;3919887925;Lawn;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (791, 'Carmen', 'Schimpke', '3919887925', 'Lawn', 22);"
792;Leroy;Sainsbury;9186282121;Merry;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (792, 'Leroy', 'Sainsbury', '9186282121', 'Merry', 46);"
793;Maurene;Flawith;2883160062;Steensland;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (793, 'Maurene', 'Flawith', '2883160062', 'Steensland', 66);"
794;Filberte;Von Salzberg;1459298397;Becker;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (794, 'Filberte', 'Von Salzberg', '1459298397', 'Becker', 35);"
795;Ewan;Faill;3618101384;Farmco;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (795, 'Ewan', 'Faill', '3618101384', 'Farmco', 21);"
796;Ethelind;Bourdice;8565080893;Talmadge;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (796, 'Ethelind', 'Bourdice', '8565080893', 'Talmadge', 59);"
797;Rosaleen;Scraney;2592185078;Farwell;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (797, 'Rosaleen', 'Scraney', '2592185078', 'Farwell', 18);"
798;Sully;Dall;3821849978;Brickson Park;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (798, 'Sully', 'Dall', '3821849978', 'Brickson Park', 27);"
799;Ester;Vinas;3976229078;New Castle;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (799, 'Ester', 'Vinas', '3976229078', 'New Castle', 60);"
800;Shawnee;Simonitto;1811818539;Fulton;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (800, 'Shawnee', 'Simonitto', '1811818539', 'Fulton', 27);"
801;Yard;O Geneay;3119997114;Maple Wood;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (801, 'Yard', 'O Geneay', '3119997114', 'Maple Wood', 61);"
802;Yorgo;Pollitt;9176412382;Meadow Ridge;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (802, 'Yorgo', 'Pollitt', '9176412382', 'Meadow Ridge', 70);"
803;Pepi;Batchley;5291919086;Superior;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (803, 'Pepi', 'Batchley', '5291919086', 'Superior', 24);"
804;Brendis;Pordal;9374201730;Browning;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (804, 'Brendis', 'Pordal', '9374201730', 'Browning', 21);"
805;Forrester;Bettlestone;3732699653;Northport;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (805, 'Forrester', 'Bettlestone', '3732699653', 'Northport', 20);"
806;Ceil;Doniso;7689372646;Red Cloud;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (806, 'Ceil', 'Doniso', '7689372646', 'Red Cloud', 40);"
807;Graeme;Larratt;4616638811;Paget;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (807, 'Graeme', 'Larratt', '4616638811', 'Paget', 22);"
808;Devland;Gregr;8312492787;Scoville;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (808, 'Devland', 'Gregr', '8312492787', 'Scoville', 34);"
809;Isa;Broadbridge;7203606495;Cordelia;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (809, 'Isa', 'Broadbridge', '7203606495', 'Cordelia', 38);"
810;Bartholomeo;Hicks;4679709391;Lotheville;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (810, 'Bartholomeo', 'Hicks', '4679709391', 'Lotheville', 70);"
811;Tiffie;Carville;2521552402;Grover;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (811, 'Tiffie', 'Carville', '2521552402', 'Grover', 57);"
812;Matthew;Jewise;1701236710;Dahle;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (812, 'Matthew', 'Jewise', '1701236710', 'Dahle', 19);"
813;Cristionna;Morrish;2663329013;Ryan;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (813, 'Cristionna', 'Morrish', '2663329013', 'Ryan', 34);"
814;Esther;Van der Kruis;8881734589;Lakewood;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (814, 'Esther', 'Van der Kruis', '8881734589', 'Lakewood', 42);"
815;Odelinda;Codi;8926346915;Laurel;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (815, 'Odelinda', 'Codi', '8926346915', 'Laurel', 40);"
816;Frederich;Flucker;8599065104;Goodland;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (816, 'Frederich', 'Flucker', '8599065104', 'Goodland', 44);"
817;Mara;La Croce;8866740657;Gerald;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (817, 'Mara', 'La Croce', '8866740657', 'Gerald', 59);"
818;Jeniffer;Still;5767925944;Sherman;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (818, 'Jeniffer', 'Still', '5767925944', 'Sherman', 69);"
819;Gal;Cardenosa;4143236789;Monument;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (819, 'Gal', 'Cardenosa', '4143236789', 'Monument', 52);"
820;Matty;Pumphrey;9358471309;Talmadge;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (820, 'Matty', 'Pumphrey', '9358471309', 'Talmadge', 59);"
821;Bengt;Soar;7298357559;West;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (821, 'Bengt', 'Soar', '7298357559', 'West', 64);"
822;Neil;Caven;5393267593;Mayer;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (822, 'Neil', 'Caven', '5393267593', 'Mayer', 41);"
823;Julissa;Dreschler;5293253157;Fuller;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (823, 'Julissa', 'Dreschler', '5293253157', 'Fuller', 22);"
824;Arabel;Messruther;3366393670;Arkansas;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (824, 'Arabel', 'Messruther', '3366393670', 'Arkansas', 54);"
825;Diane-marie;Gobolos;5603802273;Victoria;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (825, 'Diane-marie', 'Gobolos', '5603802273', 'Victoria', 66);"
826;Rosanna;Rippingall;9982971967;Dwight;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (826, 'Rosanna', 'Rippingall', '9982971967', 'Dwight', 54);"
827;Starlin;McVaugh;7142051953;Hagan;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (827, 'Starlin', 'McVaugh', '7142051953', 'Hagan', 60);"
828;Marika;May;5142989124;Welch;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (828, 'Marika', 'May', '5142989124', 'Welch', 54);"
829;Albert;Weavers;4347474075;Larry;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (829, 'Albert', 'Weavers', '4347474075', 'Larry', 61);"
830;Hillie;Alben;7559117379;Loftsgordon;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (830, 'Hillie', 'Alben', '7559117379', 'Loftsgordon', 23);"
831;Maggie;Rebanks;4337009035;Roth;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (831, 'Maggie', 'Rebanks', '4337009035', 'Roth', 61);"
832;Carleton;Etheridge;6079697001;Springs;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (832, 'Carleton', 'Etheridge', '6079697001', 'Springs', 27);"
833;Flore;Rooms;5069326078;Talisman;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (833, 'Flore', 'Rooms', '5069326078', 'Talisman', 52);"
834;Ludwig;Sandford;3101756905;Sunbrook;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (834, 'Ludwig', 'Sandford', '3101756905', 'Sunbrook', 20);"
835;Khalil;Culp;5329047295;Vidon;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (835, 'Khalil', 'Culp', '5329047295', 'Vidon', 58);"
836;Linn;Wales;6509750491;Springview;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (836, 'Linn', 'Wales', '6509750491', 'Springview', 39);"
837;Holden;Smithend;8053106088;Marcy;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (837, 'Holden', 'Smithend', '8053106088', 'Marcy', 66);"
838;Rosemonde;Uren;8582467584;Barnett;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (838, 'Rosemonde', 'Uren', '8582467584', 'Barnett', 35);"
839;Ag;Avery;6535712122;Ridgeview;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (839, 'Ag', 'Avery', '6535712122', 'Ridgeview', 45);"
840;Rudolfo;Brimblecomb;4136268072;Dapin;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (840, 'Rudolfo', 'Brimblecomb', '4136268072', 'Dapin', 33);"
841;Lindon;Klee;2942588651;Morningstar;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (841, 'Lindon', 'Klee', '2942588651', 'Morningstar', 70);"
842;Lyman;Iggo;8866510784;Bartelt;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (842, 'Lyman', 'Iggo', '8866510784', 'Bartelt', 49);"
843;Myca;Cadle;3025359764;Hovde;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (843, 'Myca', 'Cadle', '3025359764', 'Hovde', 49);"
844;Nadia;Viant;9823217817;Sherman;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (844, 'Nadia', 'Viant', '9823217817', 'Sherman', 41);"
845;Heather;Waistall;7335873490;Swallow;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (845, 'Heather', 'Waistall', '7335873490', 'Swallow', 56);"
846;Nikki;Gully;8758816981;Delaware;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (846, 'Nikki', 'Gully', '8758816981', 'Delaware', 57);"
847;Webb;Hanmer;8483339731;Barnett;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (847, 'Webb', 'Hanmer', '8483339731', 'Barnett', 65);"
848;Arty;Vineall;8184723007;Superior;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (848, 'Arty', 'Vineall', '8184723007', 'Superior', 18);"
849;Forbes;Dana;9864839505;Dahle;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (849, 'Forbes', 'Dana', '9864839505', 'Dahle', 22);"
850;Sorcha;Battisson;4972214656;School;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (850, 'Sorcha', 'Battisson', '4972214656', 'School', 52);"
851;Ferdie;Neenan;3999320407;Straubel;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (851, 'Ferdie', 'Neenan', '3999320407', 'Straubel', 62);"
852;Catie;Simak;7801243679;Miller;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (852, 'Catie', 'Simak', '7801243679', 'Miller', 36);"
853;Cathy;Lemonby;1383290363;Talmadge;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (853, 'Cathy', 'Lemonby', '1383290363', 'Talmadge', 33);"
854;Erika;Newburn;8711079246;Warrior;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (854, 'Erika', 'Newburn', '8711079246', 'Warrior', 28);"
855;Muriel;Lingley;3432584625;Boyd;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (855, 'Muriel', 'Lingley', '3432584625', 'Boyd', 43);"
856;Renato;Ambrosetti;1605123918;East;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (856, 'Renato', 'Ambrosetti', '1605123918', 'East', 31);"
857;Glenden;Durand;6201474526;Everett;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (857, 'Glenden', 'Durand', '6201474526', 'Everett', 61);"
858;Akim;Luc;4028019472;Lillian;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (858, 'Akim', 'Luc', '4028019472', 'Lillian', 19);"
859;Hamil;Littrell;2134003116;Sunnyside;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (859, 'Hamil', 'Littrell', '2134003116', 'Sunnyside', 19);"
860;Chicky;Tuckwell;9824142613;Monterey;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (860, 'Chicky', 'Tuckwell', '9824142613', 'Monterey', 57);"
861;Homer;Tyrer;4149292800;Lukken;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (861, 'Homer', 'Tyrer', '4149292800', 'Lukken', 23);"
862;Michaella;Adamovsky;7735010830;Coleman;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (862, 'Michaella', 'Adamovsky', '7735010830', 'Coleman', 62);"
863;Hersch;Rentoll;1752214613;Gerald;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (863, 'Hersch', 'Rentoll', '1752214613', 'Gerald', 23);"
864;Rutherford;Baldetti;8155508041;Wayridge;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (864, 'Rutherford', 'Baldetti', '8155508041', 'Wayridge', 37);"
865;Abbi;Macak;7881303473;Harper;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (865, 'Abbi', 'Macak', '7881303473', 'Harper', 48);"
866;Hobie;Knightsbridge;6709169236;Judy;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (866, 'Hobie', 'Knightsbridge', '6709169236', 'Judy', 70);"
867;Koressa;Biggins;5794151238;Spenser;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (867, 'Koressa', 'Biggins', '5794151238', 'Spenser', 52);"
868;Doretta;Scrimgeour;7109332006;Upham;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (868, 'Doretta', 'Scrimgeour', '7109332006', 'Upham', 52);"
869;Agata;Thewlis;2571088350;Miller;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (869, 'Agata', 'Thewlis', '2571088350', 'Miller', 43);"
870;Antonietta;Skidmore;3305776484;Walton;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (870, 'Antonietta', 'Skidmore', '3305776484', 'Walton', 53);"
871;Zaneta;Boyes;7286059079;Randy;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (871, 'Zaneta', 'Boyes', '7286059079', 'Randy', 67);"
872;Obediah;Mace;6321781226;Dwight;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (872, 'Obediah', 'Mace', '6321781226', 'Dwight', 35);"
873;Kitti;Elwood;5747503817;Shopko;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (873, 'Kitti', 'Elwood', '5747503817', 'Shopko', 54);"
874;Deane;Skelington;2077086058;Homewood;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (874, 'Deane', 'Skelington', '2077086058', 'Homewood', 40);"
875;Galen;Dackombe;1667958985;Commercial;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (875, 'Galen', 'Dackombe', '1667958985', 'Commercial', 42);"
876;Ritchie;Kitchen;3219364084;Talmadge;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (876, 'Ritchie', 'Kitchen', '3219364084', 'Talmadge', 35);"
877;Gleda;Fletcher;8466436316;Calypso;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (877, 'Gleda', 'Fletcher', '8466436316', 'Calypso', 43);"
878;Phyllys;Newtown;8537079351;Kim;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (878, 'Phyllys', 'Newtown', '8537079351', 'Kim', 30);"
879;Royal;Dalliwatr;8089150086;Menomonie;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (879, 'Royal', 'Dalliwatr', '8089150086', 'Menomonie', 24);"
880;Miltie;Nussii;5866654853;Aberg;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (880, 'Miltie', 'Nussii', '5866654853', 'Aberg', 68);"
881;Gigi;Gouldeby;5754780734;Gina;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (881, 'Gigi', 'Gouldeby', '5754780734', 'Gina', 62);"
882;Eddy;Conybear;1659101052;Alpine;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (882, 'Eddy', 'Conybear', '1659101052', 'Alpine', 70);"
883;Latisha;Phinn;8688920896;Coleman;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (883, 'Latisha', 'Phinn', '8688920896', 'Coleman', 60);"
884;Erastus;Hellings;4823375446;La Follette;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (884, 'Erastus', 'Hellings', '4823375446', 'La Follette', 58);"
885;Estelle;Spencelayh;5145944775;Main;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (885, 'Estelle', 'Spencelayh', '5145944775', 'Main', 54);"
886;Brad;Soutar;2496314217;Eastlawn;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (886, 'Brad', 'Soutar', '2496314217', 'Eastlawn', 23);"
887;Talia;Drewe;8314471948;Oak;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (887, 'Talia', 'Drewe', '8314471948', 'Oak', 50);"
888;Jarad;Alu;5156683495;Rutledge;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (888, 'Jarad', 'Alu', '5156683495', 'Rutledge', 26);"
889;Tommi;Kiss;1288447926;Shasta;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (889, 'Tommi', 'Kiss', '1288447926', 'Shasta', 45);"
890;Tonnie;Walbridge;8288055472;Claremont;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (890, 'Tonnie', 'Walbridge', '8288055472', 'Claremont', 70);"
891;Barbra;O  Molan;6879158698;Fallview;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (891, 'Barbra', 'O  Molan', '6879158698', 'Fallview', 52);"
892;Maryrose;Keyhoe;9509766551;Oak Valley;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (892, 'Maryrose', 'Keyhoe', '9509766551', 'Oak Valley', 22);"
893;Kassie;Winterson;1316199148;Mendota;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (893, 'Kassie', 'Winterson', '1316199148', 'Mendota', 50);"
